index,Category,brand,model,colour,product description,price in INR,rating,review
,Electronics,Nothing,CMF by  Phone 1 Special Edition Variant #2144,Glacier White,"The CMF by Nothing Phone 1 Special Edition is an advanced budget smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 6080 chipset with 12GB LPDDR5X ultra-fast RAM and 256GB UFS 4.0 storage. It features a 6.78-inch 1.5K 144Hz 8T LTPO AMOLED display with 3000 nits brightness and 2160Hz PWM dimming, a versatile camera array with a 1-inch 50MP Sony LYT-900 primary camera with stepless variable aperture (f/1.63-f/4.0) co-engineered with Leica, and a 5000mAh graphite battery with 120W FlashCharge (0-100% in ~27 mins).",18143,4.4,"Extremely satisfied with the purchase! The camera quality is outstanding, especially in low light, and the battery comfortably lasts over a day. However, the phone is slightly heavy for single-handed use."
,Electronics,Realme,12 Pro+ 5G Special Edition Variant #2145,Asteroid Black,"The Realme 12 Pro+ 5G Special Edition is an advanced mid-range smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 7 Gen 3 chipset with 12GB LPDDR5X RAM with generous 512GB UFS 4.0 storage. It features a 6.67-inch 1.5K 120Hz CrystalRes AMOLED display with Dolby Vision and Gorilla Glass Victus, a versatile camera array with a 50MP 1-inch Sony IMX989 sensor with OIS, 50MP ZEISS APO Floating Telephoto with 4.3x optical zoom and ZEISS T* anti-reflective coating, and a 5500mAh dual-cell battery with 120W SUPERVOOC superfast charging.",32144,4.4,Blazing fast performance for daily multitasking and heavy gaming. The display is vibrant and easily readable under bright sunlight. Though the secondary ultrawide camera could be slightly better in low light.
,Electronics,Realme,P1 Pro 5G Special Edition Variant #2146,Ocean Cyan,"The Realme P1 Pro 5G Special Edition is an advanced budget smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 695 5G chipset with 16GB heavy-multitasking LPDDR5X RAM and 512GB UFS 4.0 storage. It features a 6.7-inch 120Hz Flexible AMOLED screen with 1300 nits brightness and iconic transparent Glyph LED interface, a versatile camera array with a 50MP Sony LYT-808 main camera with OIS, 50MP telephoto portrait lens (2x optical zoom), and Next AI image processing, and a 5200mAh silicon-carbon high density battery with 100W wired and 66W wireless charging.",22145,4.4,"Great value for money smartphone in this price point. Clean UI experience and fast charging makes daily usage hassle-free. On the downside, charging speed could be slightly faster compared to rivals."
,Electronics,Vivo,T3 Pro 5G Special Edition Variant #2147,Peach Fuzz,"The Vivo T3 Pro 5G Special Edition is an advanced budget mid-range smartphone offering optimized hardware and clean performance. Driven by the Snapdragon 7s Gen 2 chipset with 16GB flagship LPDDR5X RAM paired with massive 1TB UFS 4.0 storage. It features a 6.6-inch FHD+ 120Hz Super AMOLED display with Knox Vault security and Vision Booster, a versatile camera array with a 50MP primary sensor with OIS, 50MP ultrawide with macro mode, and 64MP periscope telephoto with 3x optical zoom, and a 5500mAh heavy-duty battery with 100W SUPERVOOC charging maintaining health over 4 years.",27146,4.4,"The build quality feels high-end and comfortable to hold. Photos taken with the main lens are sharp with natural color tones. However, a fast wall adapter is not included inside the box."
,Electronics,iQOO,Z9 Turbo 5G Special Edition Variant #2148,Phantom Black,"The iQOO Z9 Turbo 5G Special Edition is an advanced budget mid-range smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 6 Gen 1 chipset with LPDDR5 RAM and UFS 3.1 high-speed storage. It features a 6.74-inch 1.5K 120Hz Ultra Clear AMOLED with Aqua Touch wet-finger technology and 2150 nits brightness, a versatile camera array with a Dual 50MP rear camera sensors (Primary OIS + 114-degree Ultrawide) powered by Ultra XDR photography engine, and a 5000mAh battery with 90W Turbo Charge support included in the box.",24147,4.4,Incredible display clarity and high refresh rate make scrolling and gaming super smooth. Charging speed is amazingly fast. Though system software comes with a few preinstalled apps that require manual uninstalling.
,Electronics,Samsung,Galaxy Z Fold 5 5G Special Edition Variant #2149,Titanium Gray,"The Samsung Galaxy Z Fold 5 5G Special Edition is an advanced foldable flagship smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 8 Gen 2 chipset with LPDDR5X RAM paired with 256GB UFS 4.0 internal storage. It features a 6.67-inch 1.5K 3D Curved AMOLED with 120Hz refresh rate, 1800 nits peak brightness and IP68 protection, a versatile camera array with a 200MP Samsung ISOCELL HP3 camera with OIS, 4x in-sensor lossless zoom, 8MP ultrawide, and 2MP macro lens, and a 5000mAh battery supporting 33W fast charging and 5W reverse wired charging.",165148,4.4,Top-notch camera setup with exceptional portrait modes and zoom capability. Software runs smooth without any stutters. Keep in mind that there is no expandable microSD card slot or 3.5mm headphone jack.
,Electronics,Samsung,Galaxy Z Flip 5 5G Special Edition Variant #2150,Natural Titanium,"The Samsung Galaxy Z Flip 5 5G Special Edition is an advanced foldable flagship smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 9000+ chipset with 12GB LPDDR5X ultra-fast RAM and 256GB UFS 4.0 storage. It features a 6.8-inch QHD+ 120Hz Dynamic AMOLED 2X display with 2600 nits peak brightness and Gorilla Armor, a versatile camera array with a 200MP OIS primary sensor, 50MP periscope telephoto with 5x optical zoom, 10MP 3x telephoto, and 12MP ultrawide, and a 5000mAh battery with 45W wired fast charging, 15W wireless charging, and reverse wireless support.",110149,4.4,"Solid battery endurance paired with rapid charging. Handles demanding mobile titles without thermal throttling. However, the camera bump on the back is quite prominent."
,Electronics,Motorola,Razr 50 Ultra 5G Special Edition Variant #2151,Oasis Green,"The Motorola Razr 50 Ultra 5G Special Edition is an advanced foldable flagship smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 8 Gen 3 chipset with 12GB LPDDR5X RAM with generous 512GB UFS 4.0 storage. It features a 6.7-inch Super Retina XDR OLED display with ProMotion 120Hz adaptive refresh rate and outdoor peak 2000 nits, a versatile camera array with a 48MP main sensor with sensor-shift OIS, 12MP 5x tetraprism optical zoom telephoto, and 12MP ultrawide, and a 4422mAh battery with MagSafe 15W wireless charging and high efficiency battery optimization.",95150,4.4,"Sleek aesthetic design that turns heads. System software is intuitive, responsive, and packed with practical AI features. Though curved display edges occasionally trigger accidental palm touches."
,Electronics,Tecno,Phantom V Fold 5G Special Edition Variant #2152,Midnight Blue,"The Tecno Phantom V Fold 5G Special Edition is an advanced foldable flagship smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 8 Gen 2 chipset with 16GB heavy-multitasking LPDDR5X RAM and 512GB UFS 4.0 storage. It features a 6.7-inch Super Actua LTPO OLED display with 1-120Hz variable refresh rate and 2400 nits peak brightness, a versatile camera array with a 50MP primary camera with OIS, 48MP ultrawide with macro focus, and 48MP telephoto with 5x optical zoom, and a 5050mAh battery with 30W wired charging and 23W wireless charging capability.",75151,4.4,"Extremely satisfied with the purchase! The camera quality is outstanding, especially in low light, and the battery comfortably lasts over a day. However, the phone is slightly heavy for single-handed use."
,Electronics,Tecno,Phantom V Flip 5G Special Edition Variant #2153,Sunset Orange,"The Tecno Phantom V Flip 5G Special Edition is an advanced foldable mid-range smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 8050 5G chipset with 16GB flagship LPDDR5X RAM paired with massive 1TB UFS 4.0 storage. It features a 6.82-inch 2K 120Hz Curved LTPO AMOLED display with 4500 nits peak brightness and Dolby Vision, a versatile camera array with a 50MP Sony LYT-808 primary sensor, 64MP periscope telephoto (3x optical, 120x digital), and 48MP ultrawide with Hasselblad color tuning, and a 5400mAh dual-cell battery supported by 100W SUPERVOOC fast charging (0-100% in 26 mins) and 50W AIRVOOC wireless.",53152,4.4,Blazing fast performance for daily multitasking and heavy gaming. The display is vibrant and easily readable under bright sunlight. Though the secondary ultrawide camera could be slightly better in low light.
,Electronics,ASUS,ROG Phone 8 Pro 5G Special Edition Variant #2154,Emerald Green,"The Asus ROG Phone 8 Pro 5G Special Edition is an advanced gaming flagship smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 8 Gen 3 with dedicated GameCool vapour cooling chipset with LPDDR5 RAM and UFS 3.1 high-speed storage. It features a 6.78-inch 1.5K 144Hz 8T LTPO AMOLED display with 3000 nits brightness and 2160Hz PWM dimming, a versatile camera array with a 1-inch 50MP Sony LYT-900 primary camera with stepless variable aperture (f/1.63-f/4.0) co-engineered with Leica, and a 5000mAh graphite battery with 120W FlashCharge (0-100% in ~27 mins).",100153,4.4,"Great value for money smartphone in this price point. Clean UI experience and fast charging makes daily usage hassle-free. On the downside, charging speed could be slightly faster compared to rivals."
,Electronics,ASUS,ROG Phone 8 5G Special Edition Variant #2155,Starlight Silver,"The Asus ROG Phone 8 5G Special Edition is an advanced gaming flagship smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 8 Gen 3 with dedicated GameCool vapour cooling chipset with LPDDR5X RAM paired with 256GB UFS 4.0 internal storage. It features a 6.67-inch 1.5K 120Hz CrystalRes AMOLED display with Dolby Vision and Gorilla Glass Victus, a versatile camera array with a 50MP 1-inch Sony IMX989 sensor with OIS, 50MP ZEISS APO Floating Telephoto with 4.3x optical zoom and ZEISS T* anti-reflective coating, and a 5500mAh dual-cell battery with 120W SUPERVOOC superfast charging.",85154,4.4,"The build quality feels high-end and comfortable to hold. Photos taken with the main lens are sharp with natural color tones. However, a fast wall adapter is not included inside the box."
,Electronics,Samsung,Galaxy S24 Ultra Special Edition Variant #2156,Glacier White,"The Samsung Galaxy S24 Ultra Special Edition is an advanced flagship smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 8 Gen 3 chipset with 12GB LPDDR5X ultra-fast RAM and 256GB UFS 4.0 storage. It features a 6.7-inch 120Hz Flexible AMOLED screen with 1300 nits brightness and iconic transparent Glyph LED interface, a versatile camera array with a 50MP Sony LYT-808 main camera with OIS, 50MP telephoto portrait lens (2x optical zoom), and Next AI image processing, and a 5200mAh silicon-carbon high density battery with 100W wired and 66W wireless charging.",140155,4.4,Incredible display clarity and high refresh rate make scrolling and gaming super smooth. Charging speed is amazingly fast. Though system software comes with a few preinstalled apps that require manual uninstalling.
,Electronics,Samsung,Galaxy S24 Plus Special Edition Variant #2157,Asteroid Black,"The Samsung Galaxy S24 Plus Special Edition is an advanced flagship smartphone offering optimized hardware and clean performance. Driven by the Apple A17 Pro (3nm) chipset with 12GB LPDDR5X RAM with generous 512GB UFS 4.0 storage. It features a 6.6-inch FHD+ 120Hz Super AMOLED display with Knox Vault security and Vision Booster, a versatile camera array with a 50MP primary sensor with OIS, 50MP ultrawide with macro mode, and 64MP periscope telephoto with 3x optical zoom, and a 5500mAh heavy-duty battery with 100W SUPERVOOC charging maintaining health over 4 years.",110156,4.4,Top-notch camera setup with exceptional portrait modes and zoom capability. Software runs smooth without any stutters. Keep in mind that there is no expandable microSD card slot or 3.5mm headphone jack.
,Electronics,Samsung,Galaxy S24 Special Edition Variant #2158,Ocean Cyan,"The Samsung Galaxy S24 Special Edition is an advanced flagship smartphone offering optimized hardware and clean performance. Driven by the Google Tensor G3 chipset with 16GB heavy-multitasking LPDDR5X RAM and 512GB UFS 4.0 storage. It features a 6.74-inch 1.5K 120Hz Ultra Clear AMOLED with Aqua Touch wet-finger technology and 2150 nits brightness, a versatile camera array with a Dual 50MP rear camera sensors (Primary OIS + 114-degree Ultrawide) powered by Ultra XDR photography engine, and a 5000mAh battery with 90W Turbo Charge support included in the box.",80157,4.4,"Solid battery endurance paired with rapid charging. Handles demanding mobile titles without thermal throttling. However, the camera bump on the back is quite prominent."
,Electronics,Apple,iPhone 15 Pro Max Special Edition Variant #2159,Peach Fuzz,"The Apple iPhone 15 Pro Max Special Edition is an advanced flagship smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 9300 chipset with 16GB flagship LPDDR5X RAM paired with massive 1TB UFS 4.0 storage. It features a 6.67-inch 1.5K 3D Curved AMOLED with 120Hz refresh rate, 1800 nits peak brightness and IP68 protection, a versatile camera array with a 200MP Samsung ISOCELL HP3 camera with OIS, 4x in-sensor lossless zoom, 8MP ultrawide, and 2MP macro lens, and a 5000mAh battery supporting 33W fast charging and 5W reverse wired charging.",180059,4.4,"Sleek aesthetic design that turns heads. System software is intuitive, responsive, and packed with practical AI features. Though curved display edges occasionally trigger accidental palm touches."
,Electronics,Apple,iPhone 15 Pro Special Edition Variant #2160,Phantom Black,"The Apple iPhone 15 Pro Special Edition is an advanced flagship smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 8 Gen 3 chipset with LPDDR5 RAM and UFS 3.1 high-speed storage. It features a 6.8-inch QHD+ 120Hz Dynamic AMOLED 2X display with 2600 nits peak brightness and Gorilla Armor, a versatile camera array with a 200MP OIS primary sensor, 50MP periscope telephoto with 5x optical zoom, 10MP 3x telephoto, and 12MP ultrawide, and a 5000mAh battery with 45W wired fast charging, 15W wireless charging, and reverse wireless support.",145060,4.4,"Extremely satisfied with the purchase! The camera quality is outstanding, especially in low light, and the battery comfortably lasts over a day. However, the phone is slightly heavy for single-handed use."
,Electronics,Apple,iPhone 15 Plus Special Edition Variant #2161,Titanium Gray,"The Apple iPhone 15 Plus Special Edition is an advanced flagship smartphone offering optimized hardware and clean performance. Driven by the Apple A17 Pro (3nm) chipset with LPDDR5X RAM paired with 256GB UFS 4.0 internal storage. It features a 6.7-inch Super Retina XDR OLED display with ProMotion 120Hz adaptive refresh rate and outdoor peak 2000 nits, a versatile camera array with a 48MP main sensor with sensor-shift OIS, 12MP 5x tetraprism optical zoom telephoto, and 12MP ultrawide, and a 4422mAh battery with MagSafe 15W wireless charging and high efficiency battery optimization.",100061,4.4,Blazing fast performance for daily multitasking and heavy gaming. The display is vibrant and easily readable under bright sunlight. Though the secondary ultrawide camera could be slightly better in low light.
,Electronics,Apple,iPhone 15 Special Edition Variant #2162,Natural Titanium,"The Apple iPhone 15 Special Edition is an advanced flagship smartphone offering optimized hardware and clean performance. Driven by the Google Tensor G3 chipset with 12GB LPDDR5X ultra-fast RAM and 256GB UFS 4.0 storage. It features a 6.7-inch Super Actua LTPO OLED display with 1-120Hz variable refresh rate and 2400 nits peak brightness, a versatile camera array with a 50MP primary camera with OIS, 48MP ultrawide with macro focus, and 48MP telephoto with 5x optical zoom, and a 5050mAh battery with 30W wired charging and 23W wireless charging capability.",90062,4.4,"Great value for money smartphone in this price point. Clean UI experience and fast charging makes daily usage hassle-free. On the downside, charging speed could be slightly faster compared to rivals."
,Electronics,Google,Pixel 8 Pro Special Edition Variant #2163,Oasis Green,"The Google Pixel 8 Pro Special Edition is an advanced flagship smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 9300 chipset with 12GB LPDDR5X RAM with generous 512GB UFS 4.0 storage. It features a 6.82-inch 2K 120Hz Curved LTPO AMOLED display with 4500 nits peak brightness and Dolby Vision, a versatile camera array with a 50MP Sony LYT-808 primary sensor, 64MP periscope telephoto (3x optical, 120x digital), and 48MP ultrawide with Hasselblad color tuning, and a 5400mAh dual-cell battery supported by 100W SUPERVOOC fast charging (0-100% in 26 mins) and 50W AIRVOOC wireless.",114162,4.4,"The build quality feels high-end and comfortable to hold. Photos taken with the main lens are sharp with natural color tones. However, a fast wall adapter is not included inside the box."
,Electronics,Google,Pixel 8a Special Edition Variant #2164,Midnight Blue,"The Google Pixel 8a Special Edition is an advanced mid-range smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 7200 Pro chipset with 16GB heavy-multitasking LPDDR5X RAM and 512GB UFS 4.0 storage. It features a 6.78-inch 1.5K 144Hz 8T LTPO AMOLED display with 3000 nits brightness and 2160Hz PWM dimming, a versatile camera array with a 1-inch 50MP Sony LYT-900 primary camera with stepless variable aperture (f/1.63-f/4.0) co-engineered with Leica, and a 5000mAh graphite battery with 120W FlashCharge (0-100% in ~27 mins).",60163,4.4,Incredible display clarity and high refresh rate make scrolling and gaming super smooth. Charging speed is amazingly fast. Though system software comes with a few preinstalled apps that require manual uninstalling.
,Electronics,OnePlus,12 5G Special Edition Variant #2165,Sunset Orange,"The OnePlus 12 5G Special Edition is an advanced flagship smartphone offering optimized hardware and clean performance. Driven by the Apple A17 Pro (3nm) chipset with 16GB flagship LPDDR5X RAM paired with massive 1TB UFS 4.0 storage. It features a 6.67-inch 1.5K 120Hz CrystalRes AMOLED display with Dolby Vision and Gorilla Glass Victus, a versatile camera array with a 50MP 1-inch Sony IMX989 sensor with OIS, 50MP ZEISS APO Floating Telephoto with 4.3x optical zoom and ZEISS T* anti-reflective coating, and a 5500mAh dual-cell battery with 120W SUPERVOOC superfast charging.",70164,4.4,Top-notch camera setup with exceptional portrait modes and zoom capability. Software runs smooth without any stutters. Keep in mind that there is no expandable microSD card slot or 3.5mm headphone jack.
,Electronics,OnePlus,12R 5G Special Edition Variant #2166,Emerald Green,"The OnePlus 12R 5G Special Edition is an advanced upper mid-range smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 8s Gen 3 chipset with LPDDR5 RAM and UFS 3.1 high-speed storage. It features a 6.7-inch 120Hz Flexible AMOLED screen with 1300 nits brightness and iconic transparent Glyph LED interface, a versatile camera array with a 50MP Sony LYT-808 main camera with OIS, 50MP telephoto portrait lens (2x optical zoom), and Next AI image processing, and a 5200mAh silicon-carbon high density battery with 100W wired and 66W wireless charging.",43165,4.4,"Solid battery endurance paired with rapid charging. Handles demanding mobile titles without thermal throttling. However, the camera bump on the back is quite prominent."
,Electronics,Xiaomi,14 Ultra 5G Special Edition Variant #2167,Starlight Silver,"The Xiaomi 14 Ultra 5G Special Edition is an advanced flagship smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 9300 chipset with LPDDR5X RAM paired with 256GB UFS 4.0 internal storage. It features a 6.6-inch FHD+ 120Hz Super AMOLED display with Knox Vault security and Vision Booster, a versatile camera array with a 50MP primary sensor with OIS, 50MP ultrawide with macro mode, and 64MP periscope telephoto with 3x optical zoom, and a 5500mAh heavy-duty battery with 100W SUPERVOOC charging maintaining health over 4 years.",110166,4.4,"Sleek aesthetic design that turns heads. System software is intuitive, responsive, and packed with practical AI features. Though curved display edges occasionally trigger accidental palm touches."
,Electronics,Xiaomi,14 Civi Special Edition Variant #2168,Glacier White,"The Xiaomi 14 Civi Special Edition is an advanced upper mid-range smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 8300 Ultra chipset with 12GB LPDDR5X ultra-fast RAM and 256GB UFS 4.0 storage. It features a 6.74-inch 1.5K 120Hz Ultra Clear AMOLED with Aqua Touch wet-finger technology and 2150 nits brightness, a versatile camera array with a Dual 50MP rear camera sensors (Primary OIS + 114-degree Ultrawide) powered by Ultra XDR photography engine, and a 5000mAh battery with 90W Turbo Charge support included in the box.",48167,4.4,"Extremely satisfied with the purchase! The camera quality is outstanding, especially in low light, and the battery comfortably lasts over a day. However, the phone is slightly heavy for single-handed use."
,Electronics,Vivo,X100 Pro 5G Special Edition Variant #2169,Asteroid Black,"The Vivo X100 Pro 5G Special Edition is an advanced flagship smartphone offering optimized hardware and clean performance. Driven by the Apple A17 Pro (3nm) chipset with 12GB LPDDR5X RAM with generous 512GB UFS 4.0 storage. It features a 6.67-inch 1.5K 3D Curved AMOLED with 120Hz refresh rate, 1800 nits peak brightness and IP68 protection, a versatile camera array with a 200MP Samsung ISOCELL HP3 camera with OIS, 4x in-sensor lossless zoom, 8MP ultrawide, and 2MP macro lens, and a 5000mAh battery supporting 33W fast charging and 5W reverse wired charging.",95168,4.4,Blazing fast performance for daily multitasking and heavy gaming. The display is vibrant and easily readable under bright sunlight. Though the secondary ultrawide camera could be slightly better in low light.
,Electronics,Vivo,V30 Pro 5G Special Edition Variant #2170,Ocean Cyan,"The Vivo V30 Pro 5G Special Edition is an advanced mid-range smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 7200 Pro chipset with 16GB heavy-multitasking LPDDR5X RAM and 512GB UFS 4.0 storage. It features a 6.8-inch QHD+ 120Hz Dynamic AMOLED 2X display with 2600 nits peak brightness and Gorilla Armor, a versatile camera array with a 200MP OIS primary sensor, 50MP periscope telephoto with 5x optical zoom, 10MP 3x telephoto, and 12MP ultrawide, and a 5000mAh battery with 45W wired fast charging, 15W wireless charging, and reverse wireless support.",47169,4.4,"Great value for money smartphone in this price point. Clean UI experience and fast charging makes daily usage hassle-free. On the downside, charging speed could be slightly faster compared to rivals."
,Electronics,iQOO,12 5G Special Edition Variant #2171,Peach Fuzz,"The iQOO 12 5G Special Edition is an advanced performance flagship smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 9300 chipset with 16GB flagship LPDDR5X RAM paired with massive 1TB UFS 4.0 storage. It features a 6.7-inch Super Retina XDR OLED display with ProMotion 120Hz adaptive refresh rate and outdoor peak 2000 nits, a versatile camera array with a 48MP main sensor with sensor-shift OIS, 12MP 5x tetraprism optical zoom telephoto, and 12MP ultrawide, and a 4422mAh battery with MagSafe 15W wireless charging and high efficiency battery optimization.",58170,4.4,"The build quality feels high-end and comfortable to hold. Photos taken with the main lens are sharp with natural color tones. However, a fast wall adapter is not included inside the box."
,Electronics,iQOO,Neo 9 Pro 5G Special Edition Variant #2172,Phantom Black,"The iQOO Neo 9 Pro 5G Special Edition is an advanced performance mid-range smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 8 Gen 2 chipset with LPDDR5 RAM and UFS 3.1 high-speed storage. It features a 6.7-inch Super Actua LTPO OLED display with 1-120Hz variable refresh rate and 2400 nits peak brightness, a versatile camera array with a 50MP primary camera with OIS, 48MP ultrawide with macro focus, and 48MP telephoto with 5x optical zoom, and a 5050mAh battery with 30W wired charging and 23W wireless charging capability.",38171,4.4,Incredible display clarity and high refresh rate make scrolling and gaming super smooth. Charging speed is amazingly fast. Though system software comes with a few preinstalled apps that require manual uninstalling.
,Electronics,Realme,GT 6 5G Special Edition Variant #2173,Titanium Gray,"The Realme GT 6 5G Special Edition is an advanced upper mid-range smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 7+ Gen 3 chipset with LPDDR5X RAM paired with 256GB UFS 4.0 internal storage. It features a 6.82-inch 2K 120Hz Curved LTPO AMOLED display with 4500 nits peak brightness and Dolby Vision, a versatile camera array with a 50MP Sony LYT-808 primary sensor, 64MP periscope telephoto (3x optical, 120x digital), and 48MP ultrawide with Hasselblad color tuning, and a 5400mAh dual-cell battery supported by 100W SUPERVOOC fast charging (0-100% in 26 mins) and 50W AIRVOOC wireless.",43172,4.4,Top-notch camera setup with exceptional portrait modes and zoom capability. Software runs smooth without any stutters. Keep in mind that there is no expandable microSD card slot or 3.5mm headphone jack.
,Electronics,Realme,GT 6T 5G Special Edition Variant #2174,Natural Titanium,"The Realme GT 6T 5G Special Edition is an advanced mid-range smartphone offering optimized hardware and clean performance. Driven by the Exynos 1480 (4nm) chipset with 12GB LPDDR5X ultra-fast RAM and 256GB UFS 4.0 storage. It features a 6.78-inch 1.5K 144Hz 8T LTPO AMOLED display with 3000 nits brightness and 2160Hz PWM dimming, a versatile camera array with a 1-inch 50MP Sony LYT-900 primary camera with stepless variable aperture (f/1.63-f/4.0) co-engineered with Leica, and a 5000mAh graphite battery with 120W FlashCharge (0-100% in ~27 mins).",33173,4.4,"Solid battery endurance paired with rapid charging. Handles demanding mobile titles without thermal throttling. However, the camera bump on the back is quite prominent."
,Electronics,Motorola,Edge 50 Ultra Special Edition Variant #2175,Oasis Green,"The Motorola Edge 50 Ultra Special Edition is an advanced flagship smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 9300 chipset with 12GB LPDDR5X RAM with generous 512GB UFS 4.0 storage. It features a 6.67-inch 1.5K 120Hz CrystalRes AMOLED display with Dolby Vision and Gorilla Glass Victus, a versatile camera array with a 50MP 1-inch Sony IMX989 sensor with OIS, 50MP ZEISS APO Floating Telephoto with 4.3x optical zoom and ZEISS T* anti-reflective coating, and a 5500mAh dual-cell battery with 120W SUPERVOOC superfast charging.",65174,4.4,"Sleek aesthetic design that turns heads. System software is intuitive, responsive, and packed with practical AI features. Though curved display edges occasionally trigger accidental palm touches."
,Electronics,Motorola,Edge 50 Pro Special Edition Variant #2176,Midnight Blue,"The Motorola Edge 50 Pro Special Edition is an advanced mid-range smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 7200 Pro chipset with 16GB heavy-multitasking LPDDR5X RAM and 512GB UFS 4.0 storage. It features a 6.7-inch 120Hz Flexible AMOLED screen with 1300 nits brightness and iconic transparent Glyph LED interface, a versatile camera array with a 50MP Sony LYT-808 main camera with OIS, 50MP telephoto portrait lens (2x optical zoom), and Next AI image processing, and a 5200mAh silicon-carbon high density battery with 100W wired and 66W wireless charging.",36175,4.4,"Extremely satisfied with the purchase! The camera quality is outstanding, especially in low light, and the battery comfortably lasts over a day. However, the phone is slightly heavy for single-handed use."
,Electronics,Motorola,Edge 50 Fusion Special Edition Variant #2177,Sunset Orange,"The Motorola Edge 50 Fusion Special Edition is an advanced budget mid-range smartphone offering optimized hardware and clean performance. Driven by the Snapdragon 7s Gen 2 chipset with 16GB flagship LPDDR5X RAM paired with massive 1TB UFS 4.0 storage. It features a 6.6-inch FHD+ 120Hz Super AMOLED display with Knox Vault security and Vision Booster, a versatile camera array with a 50MP primary sensor with OIS, 50MP ultrawide with macro mode, and 64MP periscope telephoto with 3x optical zoom, and a 5500mAh heavy-duty battery with 100W SUPERVOOC charging maintaining health over 4 years.",25176,4.4,Blazing fast performance for daily multitasking and heavy gaming. The display is vibrant and easily readable under bright sunlight. Though the secondary ultrawide camera could be slightly better in low light.
,Electronics,Nothing,Phone  Special Edition Variant #2178,2,"The Nothing Phone (2) Special Edition is an advanced upper mid-range smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 8s Gen 3 chipset with LPDDR5 RAM and UFS 3.1 high-speed storage. It features a 6.74-inch 1.5K 120Hz Ultra Clear AMOLED with Aqua Touch wet-finger technology and 2150 nits brightness, a versatile camera array with a Dual 50MP rear camera sensors (Primary OIS + 114-degree Ultrawide) powered by Ultra XDR photography engine, and a 5000mAh battery with 90W Turbo Charge support included in the box.",40177,4.4,"Great value for money smartphone in this price point. Clean UI experience and fast charging makes daily usage hassle-free. On the downside, charging speed could be slightly faster compared to rivals."
,Electronics,Nothing,Phone  Special Edition Variant #2179,2a,"The Nothing Phone (2a) Special Edition is an advanced budget mid-range smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 7050 chipset with LPDDR5X RAM paired with 256GB UFS 4.0 internal storage. It features a 6.67-inch 1.5K 3D Curved AMOLED with 120Hz refresh rate, 1800 nits peak brightness and IP68 protection, a versatile camera array with a 200MP Samsung ISOCELL HP3 camera with OIS, 4x in-sensor lossless zoom, 8MP ultrawide, and 2MP macro lens, and a 5000mAh battery supporting 33W fast charging and 5W reverse wired charging.",26178,4.4,"The build quality feels high-end and comfortable to hold. Photos taken with the main lens are sharp with natural color tones. However, a fast wall adapter is not included inside the box."
,Electronics,POCO,F6 Pro 5G Special Edition Variant #2180,Glacier White,"The Poco F6 Pro 5G Special Edition is an advanced performance mid-range smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 8300 Ultra chipset with 12GB LPDDR5X ultra-fast RAM and 256GB UFS 4.0 storage. It features a 6.8-inch QHD+ 120Hz Dynamic AMOLED 2X display with 2600 nits peak brightness and Gorilla Armor, a versatile camera array with a 200MP OIS primary sensor, 50MP periscope telephoto with 5x optical zoom, 10MP 3x telephoto, and 12MP ultrawide, and a 5000mAh battery with 45W wired fast charging, 15W wireless charging, and reverse wireless support.",42179,4.4,Incredible display clarity and high refresh rate make scrolling and gaming super smooth. Charging speed is amazingly fast. Though system software comes with a few preinstalled apps that require manual uninstalling.
